playerShort,height,weight,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,meanIAT,nIAT,seIAT,meanExp,nExp,seExp,position,club,leagueCountry,rater,firstName
john-guidetti,185.0,79.0,53,31,8,14,29,8,1,0,0.34002612350714484,15916.526315789473,0.00025935559089432843,0.4679028057988572,16663.684210526317,0.0012606805477629983,2,48,0,0,402
john-mikel,188.0,86.0,351,205,78,68,6,64,1,3,0.3190835399432823,13950.90909090909,0.003745590449780852,0.33823009316218794,14610.46590909091,0.0198154089745855,3,21,0,1,402
john-oshea,190.0,75.0,593,337,127,129,20,37,0,1,0.3555512899048029,14929.8031496063,0.000560901535056174,0.5330028079467145,15632.614173228347,0.00270026697056292,1,82,0,0,402
john-ruddy,193.0,97.0,175,62,55,58,0,5,0,1,0.32799166933843776,42906.27536231884,2.4509906167918925e-05,0.3575793960787939,44941.782608695656,0.00010110020791132876,5,54,0,0,402
john-terry,184.0,75.0,696,436,140,120,64,97,2,3,0.34787769714059075,17170.59836065574,0.00047986411027318624,0.4880172099473307,17978.20491803279,0.0026605732855787623,1,21,0,0,402
john-utaka,179.0,82.0,427,183,101,143,88,33,0,2,0.32625703929016336,27076.51677852349,0.0023183182578814616,0.31860085402704763,28089.986577181207,0.014215635666081323,11,51,1,1,402
johnny-heitinga,180.0,72.0,472,269,99,104,37,87,4,1,0.3540779822942022,10777.65,0.0004680653469056338,0.5089126046700603,11273.835714285715,0.002500919813050999,1,27,0,0,403
jon-flanagan,180.0,74.0,45,29,7,9,1,12,0,0,0.33386553544197045,34508.23809523809,0.00011496018757819821,0.3754150922966745,36146.04761904762,0.0005066580313217965,9,45,0,0,404
jon-walters,183.0,79.0,362,127,105,130,75,35,0,1,0.3388521597283822,31373.390476190478,0.00016059910194134912,0.4294412649661146,32859.81904761905,0.000728509010732274,12,81,0,0,404
jonas,181.0,73.0,289,128,66,95,104,36,2,5,0.3619405678786415,3502.556603773585,0.0007354648639249615,0.5964359012062235,3658.745283018868,0.004021506329222089,2,87,3,0,405
jonas-gutierrez,182.0,70.0,375,154,105,116,17,59,1,2,0.3511024768089225,18286.79464285714,0.00041716881637411863,0.50590189154691,19166.375,0.0022380292279401723,12,53,0,0,405
jonas-hofmann,176.0,67.0,163,77,33,53,35,17,0,0,0.33816315691341736,8314.180952380952,8.392040731532454e-05,0.35561268135011176,8584.314285714287,0.00035910883361102045,10,16,2,0,405
jonas-martin,182.0,70.0,67,17,20,30,4,8,0,0,0.33530962650149243,2812.4375,0.00016511599970362912,0.33128783693893105,2938.53125,0.0006525674381037629,12,51,1,0,405
jonas-olsson,193.0,84.0,330,131,83,116,22,54,3,2,0.3420290701355725,25149.045977011494,0.0001533341631932286,0.4502604257853923,26311.885057471263,0.000722432847456357,12,92,0,0,405
jonathan-brison,179.0,72.0,235,85,65,85,10,40,2,1,0.3406038797499362,3512.6792452830186,0.0002899580658060421,0.3939608749195883,3669.056603773585,0.0012384893849363417,6,5,1,0,406
jonathan-mensah,188.0,83.0,70,27,16,27,2,17,1,1,0.3404181470933441,42553.17647058824,0.002161147215896586,0.3685343776672798,43789.21568627451,0.010343568141754083,12,96,1,1,406
jonathan-obika,183.0,76.0,125,49,29,47,23,10,0,0,0.3297621468699664,41977.229508196724,2.541291186537512e-05,0.3677248343560565,43969.81967213115,0.00010812924767542716,2,83,0,1,406
jonathan-pitroipa,176.0,56.0,315,135,73,107,45,21,1,0,0.3321206136162891,4808.347826086957,0.0027187978933873543,0.29526669777009223,4987.730434782608,0.014801890263500097,7,80,1,1,406
jonathan-schmid,179.0,77.0,191,80,47,64,44,5,0,0,0.3383412469382316,7578.2441860465115,7.90155564236495e-05,0.35380756876056746,7798.546511627907,0.00035892875114061526,10,72,2,0,406
jonathan-tinhan,178.0,69.0,51,10,17,24,4,5,0,0,0.3374635433244079,2724.8709677419356,0.00020268384566328972,0.36803623512108424,2846.6129032258063,0.0008513194950491911,4,51,1,1,406
jonathan-viera,171.0,65.0,114,45,28,41,22,22,1,3,0.3689678099236992,1723.4888888888888,0.0002853162145920718,0.5862204641202389,1831.8666666666666,0.0013482654429632804,11,87,3,0,406
jonathan-vila,186.0,78.0,130,49,33,48,0,27,0,1,0.3705448193029392,1784.04,0.0002295884674358961,0.5859580312199654,1896.92,0.0010052281159421653,1,20,3,0,406
jonjo-shelvey,185.0,73.0,176,74,40,62,28,23,0,1,0.338903266569116,30222.439024390245,0.00020604441038926097,0.43021007125072735,31651.585365853658,0.0009658975597514596,12,45,0,0,407
jonny-evans,188.0,77.0,255,150,44,61,9,27,0,3,0.34451148241475643,18168.752808988764,0.0005600937269223121,0.49022300492650706,19016.47191011236,0.0030222304789923604,1,49,0,0,408
jordan-ayew,182.0,81.0,162,67,42,53,24,24,2,1,0.3395090606936815,4261.466666666666,0.0011819302793533437,0.39238953132144694,4461.233333333334,0.004682783022697701,11,58,1,1,409
jordan-henderson,182.0,67.0,252,117,52,83,22,26,0,1,0.3417330387017232,22666.782608695652,0.000922629897959615,0.4552545305486483,23738.304347826088,0.004767384669637303,10,45,0,0,409
jordi-alba,170.0,69.0,249,133,56,60,21,57,1,1,0.3608598706249135,50217.793103448275,0.0003820201732735206,0.562292020437658,51687.7816091954,0.0018022238618348389,6,29,3,0,410
jordi-amat,184.0,80.0,117,51,17,49,1,39,1,1,0.3578463564798987,45383.098360655735,0.00027810747134597726,0.5447046360590588,46887.86885245902,0.0012906634731424179,1,62,3,0,410
jordi-codina,189.0,87.0,76,25,21,30,0,2,0,0,0.3692677047618948,1884.695652173913,0.0002237866701706929,0.5852072156592228,1998.7826086956522,0.000975687815208594,5,35,3,0,410
jorge-molina_2,188.0,87.0,186,71,38,77,81,16,0,2,0.3715621837266165,1693.795918367347,0.00029918883236720173,0.6193862280317181,1798.1020408163265,0.0013849144663336877,2,64,3,0,411
jos-hooiveld,191.0,74.0,139,71,32,36,9,20,0,0,0.33621724300124,29254.46511627907,9.621704674929e-05,0.42951457565833234,30637.10465116279,0.00040966173018572354,1,76,0,0,412
jose-angel_3,182.0,77.0,133,45,34,54,2,28,2,1,0.3709792375538807,1723.0,0.00034054559811596684,0.5454636128069672,1836.2777777777778,0.0015890100296068548,6,68,3,0,413
jose-callejon,179.0,73.0,231,121,51,59,49,24,1,0,0.37297272688754207,2546.688524590164,0.0003655628288919863,0.5780978329951547,2690.0163934426228,0.0017078398561840417,2,66,3,0,413
jose-campana,179.0,72.0,58,27,8,23,2,7,0,0,0.3512485725453834,10384.104166666666,0.0011053289872576808,0.5016542993923939,10857.75,0.004601137228788258,3,75,3,0,413
jose-carlos_4,177.0,68.0,130,45,26,59,14,15,0,0,0.35321116945404457,3484.4626865671644,0.0003348277503342512,0.5069288272069602,3664.1194029850744,0.001530668268212822,0,62,3,0,413
jose-enrique,184.0,82.0,253,113,67,73,4,17,1,0,0.34245470137415834,27958.63768115942,0.0001518528738671092,0.44449793808666194,29290.91304347826,0.0006829022131687256,6,45,0,0,413
jose-mari_5,181.0,65.0,47,16,11,20,3,15,2,0,0.3636342980352423,183081.30303030304,0.00020806698052123885,0.56463790728072,188120.0606060606,0.0009144520215431944,12,70,3,0,413
jose-nunes,185.0,82.0,252,93,63,96,14,52,1,4,0.3701835339207393,1947.6792452830189,0.00024637075180636975,0.5951568420203904,2061.169811320755,0.0011116734777153485,1,61,3,0,413
jose-saez,170.0,63.0,182,68,50,64,9,23,3,1,0.3344680153506218,2819.3863636363635,0.00022238302062110299,0.3407000671198614,2945.5227272727275,0.000885199179353351,4,88,1,0,413
joselu_2,191.0,80.0,95,30,24,41,27,9,0,1,0.3523007062943836,4817.464285714285,0.0002718842523837144,0.47944176873603206,4996.321428571428,0.0013029337149759192,2,2,2,0,414
joseph-akpala,184.0,81.0,263,124,60,79,86,17,1,0,0.35230775823384175,26389.966666666667,0.0006444319342818753,0.48872340298679634,27166.588888888888,0.0029521273941889876,2,91,2,1,415
joshua-king,180.0,74.0,106,40,28,38,11,4,0,0,0.33403659456370843,33897.76388888889,0.00015561580766035183,0.409468616241135,35491.36111111111,0.000803984291303524,2,13,0,1,416
josue,170.0,66.0,325,163,69,93,5,74,1,3,0.35531726860768553,54550.64102564102,0.0007225789254378247,0.5365453386294375,56071.982905982906,0.0039448459497974445,4,90,2,0,417
juan-albin,179.0,77.0,202,66,59,77,36,26,2,0,0.36726297773738303,2894.125,0.0010659044561918646,0.6375169038223323,3039.0,0.00586639159073166,7,26,3,0,418
juan-arango,180.0,76.0,536,181,145,210,118,46,0,3,0.35851834287437767,43865.737931034484,0.000983343927021094,0.5656068621842645,45100.255172413796,0.006834503222566539,0,15,2,0,418
juan-bernat,172.0,67.0,84,48,15,21,3,6,0,0,0.35343266827291003,3262.0222222222224,0.001414189921980175,0.5342543683544677,3411.488888888889,0.006018849629572522,6,87,3,0,418
juan-carlos_11,176.0,68.0,82,25,17,40,3,9,0,2,0.3694706702719175,4501.53125,0.0002488946075138015,0.5889550929368493,4734.875,0.0011125511177874799,7,64,3,0,418
juan-dominguez_2,181.0,71.0,132,61,32,39,9,16,1,0,0.3698935941871719,1785.0,0.00022948964086646397,0.5882973115445439,1897.0,0.00100164730649311,3,23,3,0,418
juan-rodriguez,185.0,80.0,284,90,74,120,20,69,2,1,0.36791622655237405,2076.2340425531916,0.0002357821161849888,0.5783223776783898,2195.7021276595747,0.001051498087438549,4,35,3,0,418
juanan,192.0,87.0,66,27,18,21,3,5,0,0,0.34803564089921135,5571.926829268293,0.00023535744733712291,0.38663315023404354,5739.8536585365855,0.0009752800840050168,1,33,2,0,419
juanfran,183.0,78.0,487,207,127,153,10,121,7,8,0.3546707918904677,3992.4238410596026,0.0003604175937798354,0.5026836355153865,4180.801324503312,0.0016654265620619725,6,42,3,0,420
juanfran_2,180.0,72.0,366,164,89,113,19,61,1,1,0.35444020218746036,6073.653846153846,0.0019666604276228827,0.510898339348315,6366.641025641025,0.0032179604187512665,9,10,3,0,420
juanfran_4,179.0,72.0,92,31,18,43,4,5,0,0,0.36828827663127567,3658.531914893617,0.0002933959720947343,0.5922939378527249,3854.0,0.0013538270069270058,11,66,3,1,420
juanlu,172.0,70.0,201,76,49,76,26,48,0,1,0.361383237452135,1713.7692307692307,0.0003660179831220917,0.5781398815503134,1814.6538461538462,0.001726008969325103,12,42,3,0,421
juanma-ortiz,179.0,70.0,245,85,55,105,19,62,4,1,0.3648187053416338,6192.710144927536,0.00024395625221425058,0.5755491602098647,6507.710144927536,0.0011434143769579702,10,37,3,0,422
juanma_4,188.0,80.0,41,12,12,17,2,8,0,0,0.36989359418717194,1785.0,0.00022948964086646405,0.5882973115445439,1897.0,0.00100164730649311,12,65,3,0,422
juanmi_4,170.0,63.0,90,34,22,34,16,9,1,0,0.3684962620897822,3849.590909090909,0.00032627638930637616,0.599027078927114,4049.9545454545455,0.001474486885518957,2,52,3,0,423
julian-baumgartlinger,183.0,82.0,252,105,67,80,5,49,4,1,0.34630311039182327,5805.6324786324785,0.0003598012890964252,0.4379502989208592,6014.25641025641,0.0018935759322939742,4,1,2,0,424
julian-draxler,185.0,74.0,174,95,31,48,39,19,0,0,0.3478140783311823,33971.14666666667,0.00029943060825101927,0.47289512157753205,34980.96,0.0014345106288846362,0,31,2,0,424
julian-korb,177.0,69.0,141,65,30,46,5,22,0,1,0.3372542986718255,7624.94623655914,5.92042208332872e-05,0.34085434318745345,7846.94623655914,0.0002458508993053547,9,15,2,0,424
julian-riedel,183.0,73.0,133,62,28,43,6,8,0,0,0.33697573460748553,7659.0722891566265,7.130372374360494e-05,0.3411806344556367,7881.469879518072,0.0003064597778466305,6,11,2,0,424
julian-schieber,188.0,83.0,193,95,49,49,50,14,2,0,0.34110208098948547,8703.766233766233,0.00018970050749631188,0.3919348987584581,9020.74025974026,0.0009033977370695309,2,16,2,0,424
julian-schuster,190.0,78.0,238,105,52,81,20,41,0,0,0.3390043763429451,7512.145161290323,8.848986814992769e-05,0.36071363702905795,7730.629032258064,0.0004107482793580081,4,72,2,0,424
julien-feret,186.0,73.0,205,72,52,81,39,12,0,0,0.3461230257484779,2569.7708333333335,0.0003642932407808513,0.41917069443394067,2680.6875,0.0015666871344771627,10,80,1,0,425
julien-quercia,168.0,65.0,129,36,43,50,14,9,0,0,0.34059897545657436,3558.0625,0.000514969988086903,0.42526215860676625,3713.4583333333335,0.002898525609224042,8,30,1,0,425
julien-sable,181.0,73.0,338,109,104,125,10,40,1,1,0.33850703237849805,3591.377049180328,0.0002728077307191093,0.38825356150786167,3752.5737704918033,0.0011592675831917066,4,71,1,0,425
julio-baptista,183.0,72.0,350,179,79,92,107,33,1,1,0.35922588331300953,35017.7323943662,0.0008030009235310564,0.5475477011757766,36115.359154929574,0.004044218355658705,0,52,3,1,426
julio-cesar_4,186.0,79.0,411,239,89,83,0,17,0,3,0.3578773606608042,94185.3115942029,0.0007300747445562041,0.5197088689745675,96912.76086956522,0.004105951056620697,5,60,0,0,426
junior-diaz,185.0,76.0,222,107,49,66,10,37,2,1,0.3485363538209028,93733.5,0.0012458482771560055,0.5064381673165084,96315.4,0.004278163299496141,6,1,2,1,427
junior-fernandes,181.0,78.0,158,78,30,50,42,19,0,1,0.3522812588570375,30466.479452054795,0.0011286446508118897,0.561935545251173,31344.054794520547,0.0060426973847842675,2,11,2,1,427
jussi-jaeaeskelaeinen,193.0,80.0,524,171,137,216,0,28,0,4,0.3388932653334567,25106.33734939759,0.0003713310230048733,0.45289142768036184,26292.746987951807,0.001760121602673618,5,93,0,0,428
kaka,186.0,78.0,496,317,102,77,161,44,2,0,0.3602565344668514,45341.91780821918,0.0007914028875758725,0.5208704425947529,46681.87671232877,0.003836724912930456,0,66,3,0,429
kalilou-traore,192.0,76.0,109,39,23,47,13,27,2,1,0.3368783734803071,3672.1666666666665,0.0034669331019082116,0.41448777449017976,3828.8,0.013444557410555797,4,32,1,1,430
kamel-chafni,181.0,70.0,217,67,54,96,11,40,1,0,0.3235241351470495,3136.754716981132,0.001816641237601675,0.33879744333405554,3278.490566037736,0.008484361245697658,7,78,1,0,431
karim-ait-fana,175.0,65.0,111,49,28,34,16,12,1,0,0.3375859608324846,3618.775,0.00034959559458191036,0.3802930430012116,3786.025,0.0014807362763524339,8,51,1,0,432
karim-benzema,187.0,79.0,431,280,81,70,185,10,0,0,0.35768909996828263,4916.339130434782,0.002823640549240089,0.5406221223574894,5150.808695652174,0.010755105194606467,2,66,3,0,432
karim-guede,184.0,85.0,117,38,34,45,9,21,2,2,0.34959700846353076,6156.0,0.00034563505187819657,0.5015003012559662,6376.916666666667,0.001682375367512183,4,72,2,1,432
karim-haggui,190.0,86.0,325,133,82,110,21,54,2,3,0.32966838565306866,4193.0,0.0038239557301507554,0.3215500056895344,4355.3538461538465,0.018181073331635746,1,39,2,0,432
karim-matmour,181.0,75.0,278,117,65,96,28,38,2,0,0.32710704461211193,6244.7464788732395,0.002741692442908295,0.29717789563896496,6430.845070422535,0.011210623714372288,11,25,2,0,432
karim-rekik,185.0,79.0,65,33,9,23,2,15,0,0,0.35247911859648867,18838.466666666667,0.0004294814038411771,0.49425622906242683,19704.866666666665,0.0019940596157097348,12,48,0,0,432
kassim-abdallah,185.0,74.0,138,48,49,41,2,14,1,3,0.3397741449970335,3465.2549019607845,0.0002416064322605733,0.3700637396057072,3622.843137254902,0.001049403553475846,12,58,1,1,433
keiren-westwood,186.0,87.0,185,60,49,76,0,8,0,0,0.3324082099615057,37761.18681318681,7.110832571465743e-05,0.39327496985670896,39552.593406593405,0.00032395561892960246,12,82,0,0,434
ken-ilsoe,183.0,77.0,172,62,44,66,34,18,0,0,0.3496152525276177,5789.5,9.60627269620022e-05,0.4378018356604503,5962.953125,0.0004179769162839673,2,33,2,0,435
kenwyne-jones,188.0,78.0,367,127,82,158,91,16,0,2,0.3265009481067054,123645.82524271845,0.0007613999690816091,0.3418437535698451,127560.00970873787,0.0034209578340453003,11,81,0,1,436
kevin,178.0,70.0,8,0,2,6,0,2,0,0,0.3698935941871721,1785.0,0.00022948964086646402,0.5882973115445439,1897.0,0.00100164730649311,0,70,3,0,437
kevin-de-bruyne,181.0,76.0,188,86,40,62,33,13,2,0,0.3526888910208578,8728.67088607595,0.000250022383062925,0.49614926240574564,9100.177215189873,0.0011536412415833525,0,91,2,0,437
kevin-gameiro,170.0,64.0,284,118,84,82,102,7,0,0,0.34396003128038827,5480.259259259259,0.0003722174206888913,0.43867405518868924,5740.049382716049,0.0016296110211576178,11,59,1,0,437
kevin-grosskreutz,186.0,72.0,315,177,66,72,54,33,0,1,0.3417491350454647,7966.913043478261,0.0002078424957921723,0.3948269938801315,8243.108695652174,0.0009238012039900621,8,16,2,0,437
kevin-mirallas,182.0,75.0,335,154,89,92,79,36,0,2,0.342654272233101,9000.736434108527,0.00042380214740707025,0.4664436652068181,9423.038759689922,0.0020087383172997975,11,27,0,0,437
kevin-nolan,182.0,88.0,516,203,139,174,109,111,3,4,0.3322337964508517,38508.96341463415,6.82923860718761e-05,0.3915610025045251,40333.79268292683,0.00029838890833446755,12,93,0,0,437
kevin-osei,173.0,71.0,1,0,0,1,0,0,0,0,0.337539293106427,1319.0,0.000331326009106019,0.39413919413919396,1365.0,0.00171672097335431,12,58,1,1,437
kevin-pannewitz,185.0,90.0,132,67,23,42,13,30,1,1,0.33662816264272144,7749.0,5.4540251130763906e-05,0.33596689240030053,7974.0,0.0002250616365790172,4,90,2,0,437
kevin-stoeger,175.0,70.0,110,44,35,31,12,19,1,0,0.3409755408893919,6786.414285714286,0.0001652281548756919,0.38861747444990974,6986.4857142857145,0.0007764907857275027,0,89,2,0,437
kevin-theophile-catherine,180.0,77.0,134,52,34,48,3,14,0,0,0.33498079883821413,17254.403846153848,0.00021288761433453047,0.3817444259116408,18065.80769230769,0.0009390025070275102,9,80,1,1,437
kevin-trapp,189.0,83.0,174,76,40,58,0,5,0,2,0.3419782744616131,6876.6547619047615,0.00016912909034021346,0.39760561939151,7091.107142857143,0.0008199085586124315,5,25,2,0,437
kevin-vogt,194.0,80.0,156,67,39,50,7,24,1,2,0.3380169191414775,7160.292682926829,9.854511202410643e-05,0.3518131914122366,7369.585365853659,0.0004694100324649472,4,28,2,0,437
kevin-volland,179.0,74.0,180,73,40,67,58,25,0,1,0.34084768910226065,6716.833333333333,0.00013508488632313877,0.3908049398906283,6916.130952380952,0.0006082660196469106,8,2,2,0,437
kieran-richardson,175.0,69.0,299,121,64,114,37,63,1,0,0.3386908404803534,61936.229508196724,0.00019156964389077877,0.4234693427740694,64211.065573770495,0.0009019387233334561,7,34,0,1,438
kieron-dyer,171.0,65.0,332,141,75,116,38,7,0,2,0.34454287737665834,24748.227722772277,0.0002502372539874137,0.4723370114792386,25917.158415841583,0.001187184387417057,0,60,0,0,439
kiko-casilla,191.0,84.0,153,50,42,61,0,14,0,3,0.3698935941871718,1785.0,0.00022948964086646402,0.5882973115445439,1897.0,0.00100164730649311,5,26,3,0,440
kingsley-onuegbu,191.0,94.0,178,69,42,67,56,5,0,0,0.33662816264272133,7749.0,5.4540251130763946e-05,0.33596689240030053,7974.0,0.0002250616365790172,2,74,2,1,441
klaas-jan-huntelaar,186.0,78.0,449,249,86,114,277,43,2,2,0.35726618686214173,5623.304635761589,0.0004221103533179188,0.5115488293729907,5858.476821192053,0.00207475175662442,2,31,2,0,442
knowledge-musona,174.0,68.0,40,8,10,22,5,4,0,0,0.30479704239191674,5758.0,0.0032759304539235674,0.2151425628259853,5925.739130434783,0.013468337606329601,2,28,2,1,443
koen-casteels,196.0,83.0,78,27,20,31,0,3,0,1,0.33708934076279456,7943.735849056604,8.147336428651779e-05,0.3438964110523462,8190.7169811320755,0.00035654684494279364,5,2,2,0,444
koke_2,178.0,74.0,192,120,34,38,15,28,0,0,0.35218977858692624,34954.81690140845,0.0029464928386761682,0.5664109121116325,36052.859154929574,0.008319468311060316,4,10,3,0,445
kolja-pusch,181.0,76.0,98,55,15,28,22,17,1,0,0.33743572907282465,7628.8,6.622603785015983e-05,0.34469128760999906,7850.466666666666,0.0002816432442889634,3,11,2,0,446
kolo-toure,183.0,76.0,518,295,129,94,20,44,2,1,0.3293481805716031,15845.203252032521,0.002861035604089985,0.32549260523512313,16593.19512195122,0.01448909238500344,1,48,0,1,447
konstantin-rausch,182.0,78.0,225,91,52,82,14,21,0,0,0.3468526245705455,7356.473684210527,0.00030119543177776364,0.4523297087207318,7624.236842105263,0.0015463289572598307,7,39,2,0,448
koray-guenter,184.0,79.0,87,40,18,29,5,7,1,1,0.34401602017969796,6483.619047619048,0.001211019936286366,0.38530270843293823,6691.666666666667,0.002671751412144826,1,16,2,0,449
kossi-agassa,190.0,83.0,202,65,65,72,0,15,0,1,0.294958090739414,3041.7236842105262,0.004854395111801966,0.11560130717634631,3182.407894736842,0.02275131043720144,12,79,1,1,450
kun-agueero,172.0,74.0,462,246,99,117,225,56,1,3,0.35580571492188856,39831.65151515151,0.0007835920574834257,0.5356284803308398,41107.333333333336,0.004435022869618474,2,48,0,0,451
kyle-naughton,180.0,73.0,217,97,52,68,8,27,0,0,0.3353053497529863,34998.5625,0.00015405359302850458,0.4268945184027004,36659.572916666664,0.0007293205173493411,9,83,0,1,452
kyle-walker,178.0,73.0,226,113,59,54,5,32,0,0,0.3431699636036173,26199.01219512195,0.0002822473979058155,0.4669403708472975,27437.841463414636,0.001376860603525354,9,83,0,0,452
kyriakos-papadopoulos,183.0,85.0,140,75,24,41,13,34,2,1,0.35004907286996007,30678.74025974026,0.0010200840914133327,0.5076419500010876,31577.909090909092,0.005170171062432721,1,31,2,0,453
labaka,185.0,78.0,175,68,38,69,10,26,1,2,0.3698935941871719,1785.0,0.00022948964086646394,0.5882973115445439,1897.0,0.00100164730649311,1,62,3,0,454
lafita,188.0,75.0,264,83,69,112,34,42,0,1,0.3674592111977351,3095.0,0.00023056408353343537,0.583599572104958,3259.3777777777777,0.001034174410240329,10,35,3,0,455
lamine-gassama,181.0,74.0,74,26,20,28,0,16,1,0,0.33261813902858284,3674.3513513513512,0.0025342587149421365,0.3231444105400735,3842.7567567567567,0.01354951121828954,9,30,1,1,456
landry-nguemo,173.0,70.0,267,112,76,79,7,42,2,0,0.33228364156664075,7481.876404494382,0.002288549964638709,0.3745603475814142,7832.303370786517,0.01032657617029953,0,36,1,1,457
larnell-cole,168.0,63.0,7,3,2,2,0,0,0,0,0.3365934157632042,32015.85714285714,0.0018636341998287973,0.47298008513513096,33535.857142857145,0.011106156022087877,12,49,0,1,458
lars-bender,184.0,77.0,277,128,65,84,26,32,1,0,0.345762293954039,29126.625,0.0002375377186022017,0.4342133814985136,29982.420454545456,0.0011238934957381068,4,11,2,0,459
lars-stindl,180.0,78.0,247,96,55,96,39,58,2,0,0.3422138918839405,7181.133333333333,0.00021359915259539566,0.391371022927106,7412.488888888889,0.001097554136734416,0,39,2,0,459
lars-unnerstall,198.0,100.0,129,60,27,42,0,4,0,0,0.34126574636070894,6599.011363636364,0.00011513264784262776,0.37462484772062454,6797.056818181818,0.0005236858628013118,5,31,2,0,459
larsen-toure,183.0,73.0,123,38,33,52,13,17,2,0,0.36054140100234644,2099.301886792453,0.000684112494770252,0.6102704847666851,2192.301886792453,0.003453172015497854,8,78,1,1,460
lasse-sobiech,196.0,88.0,153,62,32,59,12,10,0,0,0.33989484292240857,6965.010101010101,0.00010119659172354588,0.3711372144203737,7171.171717171717,0.00044557681219866606,1,77,2,0,461
laure,166.0,68.0,151,60,36,55,3,41,2,0,0.3700622383688237,1811.111111111111,0.0002276511164519998,0.5868529803875794,1923.888888888889,0.0009953975763511028,9,23,3,0,462
laurent-bonnart,170.0,62.0,273,101,89,83,2,15,1,0,0.3408671104535442,4017.6417910447763,0.00031476107690047296,0.40460624022200864,4200.164179104478,0.0013760002704199757,6,44,1,0,463
laurent-koscielny,185.0,75.0,247,135,52,60,20,36,2,3,0.33993038034248807,13984.461538461539,0.00037370048132925074,0.39759122073598957,14643.47435897436,0.001818618563024104,1,6,0,0,463
laurent-pionnier,184.0,76.0,32,12,4,16,0,1,0,0,0.3368293261042319,2835.2916666666665,0.00015426287882238656,0.3441723939807921,2964.5,0.0006070164073639673,5,51,1,0,463
lee-cattermole,178.0,76.0,256,85,70,101,9,76,3,4,0.33673132073615625,31851.355555555554,0.00010828301308970599,0.40532721048521,33351.955555555556,0.0004801667028315627,4,82,0,0,464
leighton-baines,170.0,74.0,460,205,118,137,34,52,1,0,0.3396489473534362,29574.23,0.00028949898306204823,0.43406913227325417,30971.04,0.0014761844236340135,6,27,0,0,465
leo-franco,188.0,79.0,446,184,111,151,0,29,0,4,0.36373050594646916,3973.8846153846152,0.00033280376262512376,0.5210123708881585,4175.376923076923,0.0015050556512230513,5,70,3,0,466
leon-andreasen,188.0,81.0,172,84,31,57,22,33,3,2,0.34191209974969117,12516.194805194806,0.0002329517212583451,0.41569762585087655,13039.727272727272,0.0011792806982849602,4,39,2,0,467
leon-balogun,190.0,81.0,154,52,39,63,10,33,0,1,0.3370636411336596,7667.923913043478,7.092824435492399e-05,0.33810276892277047,7890.673913043478,0.00030064064894421485,1,33,2,0,467
leon-barnett,186.0,71.0,256,95,60,101,13,37,3,2,0.32766432993733824,42492.336956521736,4.809765307865312e-05,0.3658230233185195,44506.42391304348,0.000256139013641316,1,54,0,1,467
leon-osman,172.0,68.0,406,184,101,121,56,42,0,0,0.3369829613277613,32658.957142857143,0.00012009556831186951,0.4301314072501531,34207.41428571429,0.0005639038858012759,10,27,0,0,467
leonardo-bittencourt,171.0,60.0,118,45,26,47,21,30,0,1,0.3394735544494332,7179.904109589041,0.00016837210761059415,0.38267951605169076,7404.493150684932,0.0007716929818195499,12,16,2,0,468
levent-aycicek,169.0,67.0,45,26,6,13,11,4,0,0,0.34302890905052286,7319.1,0.0016966502069392132,0.3804102683212084,7553.8,0.003161844103497391,0,91,2,0,469
lewis-holtby,176.0,72.0,253,125,52,76,54,25,0,0,0.34715035850768194,10670.822429906542,0.0003378109446762887,0.4534685505639817,11117.457943925234,0.0016956307691995505,0,31,2,0,470
leyti-ndiaye,188.0,84.0,63,23,14,26,2,18,1,3,0.33667203902983955,2652.275,0.0002741881964315869,0.3673607690825137,2770.425,0.001149040008085051,12,58,1,1,471
liam-ridgewell,177.0,64.0,345,115,105,125,20,58,0,2,0.3273344657536127,42047.816666666666,7.722803605093262e-05,0.36566210004249017,44041.6,0.00035716668516647853,1,92,0,0,472
liassine-cadamuro,188.0,81.0,44,11,16,17,0,15,0,0,0.3475982095373459,1522.0,0.0036366960229881127,0.5648510839626063,1616.7586206896551,0.01846965827421566,1,68,3,0,473
lionel-cappone,182.0,74.0,45,14,15,16,0,1,0,2,0.334356353026276,2787.0,0.00025936489515596904,0.343078914008494,2911.655172413793,0.0010399747766047301,5,78,1,0,474
lionel-messi,169.0,67.0,497,337,96,64,386,40,0,1,0.3565856715808038,21313.20512820513,0.0009263805001248757,0.5495094276584065,21972.5641025641,0.005190237316174486,11,29,3,0,474
lisandro-lopez,175.0,72.0,324,172,79,73,152,33,0,1,0.36039078612081876,23824.058823529413,0.0003810469971197661,0.5432114418224898,24554.37254901961,0.0017730730457161876,2,57,1,0,475
lkay-guendogan,180.0,79.0,168,94,30,44,31,12,0,0,0.3417480184773629,6820.850746268657,0.00023838603190059793,0.3892972176259017,7057.4029850746265,0.001140940201109653,0,16,2,0,476
llorente,195.0,94.0,379,161,81,137,131,21,0,0,0.3605770852114365,4469.472727272727,0.0020847000146665146,0.5544769030221327,4688.281818181818,0.006245101942165356,2,9,3,0,477
llorente_3,185.0,72.0,205,77,46,82,56,38,3,1,0.3653281647298034,2995.6666666666665,0.00030917797245057373,0.5634296317296194,3149.4814814814813,0.0013936819358016325,2,18,3,0,477
