playerShort,height,weight,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,meanIAT,nIAT,seIAT,meanExp,nExp,seExp,position,club,leagueCountry,rater,firstName
aaron-hughes,182.0,71.0,654,247,179,228,9,19,0,0,0.34645913229080155,19710.156626506025,0.0006517321793219927,0.49457483782317285,20637.277108433736,0.004065045415142253,1,34,0,0,0
aaron-hunt,183.0,73.0,336,141,73,122,62,42,0,1,0.34881834790125466,26104.29292929293,0.00021872099379383403,0.44922021689199154,26864.454545454544,0.0009927120740824012,0,91,2,0,0
aaron-lennon,165.0,63.0,412,200,97,115,31,11,0,0,0.34589293093477363,21234.861386138615,0.000367097376588263,0.49148178895621647,22238.742574257427,0.002032118278292569,10,83,0,0,0
aaron-ramsey,178.0,76.0,260,150,42,68,39,31,0,1,0.3468212962922435,38285.82692307692,0.0033340621989814997,0.5146933609545438,39719.980769230766,0.013522446445360669,3,6,0,0,0
abdelhamid-el-kaoutari,180.0,73.0,124,41,40,43,1,8,4,2,0.33159954474135706,2832.3513513513512,0.0014878732652931891,0.33558723401949186,2953.837837837838,0.005296225687659518,1,51,1,0,1
abdou-traore_2,180.0,74.0,97,41,23,33,3,11,1,0,0.32007881965619894,4523.666666666667,0.002796737350552911,0.2965622807696765,4741.4047619047615,0.007957751377255037,10,36,1,1,2
abdoulaye-diallo_2,189.0,80.0,24,8,8,8,0,0,0,0,0.34162499313708594,2646.7,0.00023656855596770643,0.40081849834653027,2762.5,0.0009691947700780279,5,80,1,1,3
abdoulaye-keita_2,188.0,83.0,3,0,1,2,0,0,0,0,0.35540553213656745,1728.0,0.00043260164981073453,0.41722539905933453,1808.5,0.001777107886283207,5,36,1,1,3
abdoulwhaid-sissoko,180.0,68.0,121,34,25,62,3,21,0,2,0.34817825822102294,2470.1964285714284,0.00018040569048769474,0.429630272215213,2593.214285714286,0.0007434452893322437,4,78,1,1,4
abdul-rahman-baba,179.0,70.0,50,17,8,25,0,3,0,1,0.3420724539098491,6829.62962962963,0.00019162768969389202,0.36106849149744147,7039.222222222223,0.001024151783266355,6,77,2,1,5
abdul-razak,180.0,78.0,36,16,8,12,0,2,0,0,0.3545657236856301,25470.909090909092,0.0011687192442212384,0.5364080241452557,26647.242424242424,0.007557460721964314,3,48,0,1,5
abel-aguilar,185.0,78.0,246,93,61,92,25,70,3,2,0.3591832730484047,21087.136363636364,0.0007132122421451843,0.5491047346378064,21721.081818181818,0.003824651193112715,4,23,3,0,6
abelaziz-barrada,185.0,78.0,85,28,25,32,14,11,1,1,0.3415413408561621,2168.74358974359,0.003397340058145142,0.3992371516046735,2280.7179487179487,0.016715664798498953,12,35,3,0,7
abou-diaby,188.0,75.0,208,109,51,48,21,24,0,2,0.33690646367594534,19587.23076923077,0.0005329721881175478,0.4228672937756214,20512.846153846152,0.0025584199950705396,3,6,0,1,8
adam-bodzek,184.0,79.0,211,88,63,60,9,66,1,0,0.3366281626427213,7749.0,5.4540251130763845e-05,0.3359668924003007,7974.0,0.00022506163657901715,4,33,2,0,9
adam-campbell,168.0,65.0,20,6,5,9,2,1,0,0,0.33324617116888755,32368.764705882353,0.00013149092964618767,0.3899783485430745,33895.82352941176,0.0006998957891054454,12,53,0,0,9
adam-federici,188.0,90.0,206,83,54,69,1,4,0,0,0.3302501290261906,88233.79012345678,0.0001785087849305537,0.38015738398940435,91433.76543209876,0.0012248930601728007,5,63,0,0,9
adam-hlousek,188.0,76.0,131,46,34,51,13,21,0,0,0.3647717985511291,5476.8,0.00039962739371270567,0.4985351624324135,5665.9,0.001928986539500207,7,0,2,0,9
adam-johnson,175.0,62.0,339,145,68,126,55,21,0,0,0.3388060918208238,28851.967391304348,0.00015667063319800735,0.41879654529946037,30211.510869565216,0.0006919948536390087,7,82,0,0,9
adam-morgan,179.0,74.0,23,8,7,8,1,0,0,0,0.3469971491480931,26017.739130434784,0.0029214683174327446,0.4481018507040751,27243.521739130436,0.005622052986858889,12,45,0,0,9
adam-pinter,190.0,76.0,82,28,18,36,1,14,1,1,0.3654168470232095,4213.535714285715,0.0014916168963046053,0.6300617653708416,4415.089285714285,0.007984720932506214,1,70,3,0,9
adam-smith_3,173.0,73.0,131,55,31,45,4,29,2,1,0.33152890837165855,37976.614285714284,0.0008705852263855803,0.3884808498644213,39775.07142857143,0.004676442726807115,9,50,0,0,9
adam-szalai,193.0,87.0,182,83,40,59,51,18,1,0,0.34779115733942184,6442.242857142857,0.00048523231343261964,0.4530658399990563,6664.671428571429,0.0027770127324140753,2,1,2,0,9
adan,190.0,88.0,44,22,6,16,0,1,0,1,0.3691843912066443,3396.9032258064517,0.0006072218478815045,0.5838489595557421,3573.5806451612902,0.003864710989367722,5,66,3,0,10
adel-taarabt,180.0,78.0,209,67,56,86,41,23,1,0,0.3264780431914264,33441.416666666664,0.0010662694182232081,0.33556376213315464,35034.71428571428,0.004518705135745126,7,60,0,0,11
adil-rami,190.0,88.0,286,144,71,71,20,59,2,3,0.3545386081835976,5007.742574257426,0.0003298645590122653,0.49204746221963663,5249.920792079208,0.0015405823630661084,1,87,3,0,12
adrian-colunga,171.0,69.0,178,53,43,82,39,22,1,0,0.36567878026938894,1870.4468085106382,0.0002754870884638551,0.5769928507686437,1978.1489361702127,0.0012092591482737343,2,35,3,0,13
adrian-mutu,180.0,74.0,453,199,120,134,178,90,2,3,0.36415052512831425,7490.4,0.0003769644480403746,0.5336911175196776,7857.2,0.0017484887478989297,8,3,1,0,13
adrian_2,183.0,73.0,294,145,62,87,60,16,0,0,0.35704798313920855,29831.43023255814,0.0004107738523703764,0.517617733147926,30784.36046511628,0.0022671248068364246,2,10,3,0,13
adrian_7,188.0,82.0,29,10,11,8,0,3,0,0,0.3698935941871719,1785.0,0.0002294896408664641,0.5882973115445439,1897.0,0.00100164730649311,5,73,3,0,13
adriano_24,172.0,67.0,373,229,59,85,33,58,1,3,0.3584279085662786,23923.25925925926,0.0005894947189703688,0.5715225830763536,24678.333333333332,0.0029838977913776493,7,29,3,0,14
adrien-rabiot,188.0,71.0,66,42,14,10,6,11,0,0,0.3429196009968158,5908.078947368421,0.001518068723311111,0.4550012282320264,6182.368421052632,0.007906092901432718,4,59,1,0,15
aduriz,182.0,78.0,322,125,82,115,105,68,3,4,0.36366579245974384,4855.571428571428,0.00024804789206479106,0.5664796113661448,5101.936507936508,0.0011051328436944602,2,9,3,0,16
agirretxe,187.0,77.0,200,78,62,60,52,8,0,0,0.3707913204352421,1875.9777777777779,0.00025091661623537843,0.6105430475250234,1987.6444444444444,0.0011278511282301988,2,68,3,0,17
ahmed-kantari,185.0,78.0,166,61,40,65,5,38,1,0,0.32795884772750766,2708.88,0.00171268746434245,0.32913133647454706,2830.56,0.007343633429107046,12,78,1,0,18
alain-traore_2,176.0,66.0,130,39,42,49,31,17,0,1,0.33263911263521717,2277.035714285714,0.00268616920958535,0.31011437839422457,2377.0535714285716,0.01411587651048562,7,30,1,1,19
alassane-plea,180.0,65.0,33,10,10,13,3,0,0,0,0.3421303059859299,2770.310344827586,0.0007537182139135068,0.42988580597677967,2882.206896551724,0.0043405286633619675,12,57,1,1,20
albelda,181.0,77.0,561,292,139,130,11,197,3,6,0.3567692610673432,5062.646258503401,0.0005291827585220473,0.5261770732197991,5301.911564625851,0.0024395896276357154,4,87,3,0,21
alberto-botia,186.0,82.0,171,51,50,70,4,69,0,3,0.3617931558115827,4991.488888888889,0.0003492904082520598,0.5516471634542992,5245.6,0.001720853060131321,1,75,3,0,22
alberto-perea,177.0,68.0,17,5,3,9,1,1,0,0,0.3698935941871721,1785.0,0.000229489640866464,0.5882973115445439,1897.0,0.00100164730649311,12,62,3,0,22
alejandro-alonso,170.0,68.0,175,77,52,46,11,39,2,1,0.3471950740755243,2484.8823529411766,0.000323490496211601,0.4204800212810545,2606.7450980392155,0.0014465417185607708,10,5,1,0,23
alejandro-dominguez_2,175.0,73.0,197,104,41,52,45,36,0,1,0.3643446331360415,2047.9907407407406,0.0005790631291521564,0.6802812214625874,2149.074074074074,0.002979095802183393,11,62,3,0,23
aleksandar-ignjovski,175.0,68.0,136,50,36,50,1,22,1,0,0.34779191967364914,6719.584905660377,0.0002556313375605266,0.43994462855592426,6936.037735849057,0.0012584280167405857,4,91,2,0,24
aleksandar-kolarov,187.0,80.0,285,138,57,90,28,50,4,3,0.36035513210382275,10437.906542056075,0.000445090091526347,0.5184422670843358,10938.345794392524,0.0020538739183820582,6,48,0,0,24
aleksandar-stevanovic,175.0,65.0,77,38,10,29,16,7,0,0,0.3366281626427213,7749.0,5.454025113076384e-05,0.3359668924003007,7974.0,0.00022506163657901718,12,91,2,0,24
alex-lopez,174.0,66.0,141,57,30,54,16,32,0,0,0.3698935941871718,1785.0,0.00022948964086646405,0.5882973115445439,1897.0,0.00100164730649311,3,20,3,0,25
alex-nimely-tchuimeni,180.0,72.0,34,6,15,13,2,3,0,0,0.3328523892949097,38990.63333333333,7.357285666187576e-05,0.3783229999822158,40840.433333333334,0.00033023352175224165,2,48,0,1,25
alex-rubio,185.0,77.0,20,5,5,10,4,5,0,0,0.36989359418717194,1785.0,0.00022948964086646402,0.5882973115445439,1897.0,0.00100164730649311,2,75,3,0,25
alex-song,182.0,74.0,345,208,64,73,11,67,2,0,0.33326059823810733,11359.113821138211,0.0025673792018034423,0.38730353323064004,11901.455284552845,0.012125445652069952,4,29,3,1,25
alex_17,180.0,68.0,68,30,12,26,3,8,0,1,0.3679958024542871,2893.6315789473683,0.0002392047427094543,0.5795861270284357,3054.7368421052633,0.0010442288318080499,3,67,3,0,25
alexander-buettner,174.0,75.0,138,54,26,58,12,18,1,0,0.3454160828696978,17221.285714285714,0.00015470017738376953,0.44632160164454565,17986.571428571428,0.0006945396016312889,6,49,0,0,26
alexander-esswein,183.0,85.0,185,85,43,57,36,25,1,0,0.338851877413412,7025.3448275862065,0.00022795891793317405,0.36795694147147523,7232.068965517241,0.001369893555436668,8,0,2,0,26
alexander-hien,183.0,72.0,58,25,7,26,2,2,0,0,0.33662816264272116,7749.0,5.454025113076386e-05,0.3359668924003008,7974.0,0.0002250616365790171,4,25,2,0,26
alexander-madlung,193.0,92.0,325,132,90,103,31,42,4,3,0.34407714158118435,6711.960526315789,0.00020694750133598628,0.41508546684299574,6941.763157894737,0.0009402715411878322,1,90,2,0,26
alexander-manninger,188.0,83.0,322,115,96,111,0,11,0,1,0.3579672300222351,9135.9625,0.0003015838276492792,0.4657721176153302,9561.10625,0.0014660611918332663,5,28,2,0,26
alexander-meier,196.0,84.0,342,121,85,136,106,39,2,0,0.34007356231825103,7521.6567164179105,9.873954456412101e-05,0.37206787773783806,7755.925373134329,0.00042182505046608896,0,25,2,0,26
alexander-ndoumbou,174.0,70.0,5,1,2,2,0,1,0,0,0.3122493453204518,3500.0,0.013542895691669832,0.5772308653476338,3650.8,0.07338050088508645,12,58,1,0,26
alexander-ring,173.0,72.0,103,49,23,31,6,14,1,0,0.3567218801542213,6689.047619047619,0.00034195596476673657,0.556883561580586,6949.126984126984,0.001619669139588113,10,15,2,0,26
alexander-schwolow,189.0,83.0,89,41,22,26,0,1,0,0,0.3379648632829652,7543.903225806452,6.317202964250218e-05,0.3470822051873224,7764.258064516129,0.0002682009181951644,5,72,2,0,26
alexander-tettey,180.0,68.0,214,88,54,72,11,34,0,0,0.3455905854073303,13051.611111111111,0.0004134086041913132,0.5081846999337986,13663.25925925926,0.0019629274743401775,4,54,0,1,26
alexandre-alphonse,176.0,70.0,229,111,53,65,68,33,0,2,0.3396503698402933,4394.45,0.0003858478943920606,0.4057856347410687,4586.2125,0.0016406313550919847,11,78,1,1,27
alexandre-lacazette,174.0,73.0,153,77,31,45,42,18,2,1,0.3497673668858118,37607.3870967742,0.0006349379435867219,0.4951093279709205,38740.62903225807,0.0033648865644392094,2,57,1,1,27
alexis,183.0,80.0,255,96,57,102,16,77,7,4,0.3636137722032505,4298.169811320755,0.00029480925284213995,0.589130591993439,4516.867924528302,0.0014085382559209355,1,35,3,0,28
alexis-sanchez,170.0,73.0,373,215,67,91,96,60,2,2,0.36508473743969416,31067.478873239437,0.0011870115049820527,0.5633238896079937,31985.091549295776,0.007034060373133066,11,29,3,0,28
alfaro_2,175.0,73.0,227,91,51,85,53,25,0,0,0.3660161257379068,2602.985294117647,0.0002480781564381691,0.5638319896019786,2749.014705882353,0.0010794707888788263,0,61,3,0,29
alhassane-bangoura,174.0,68.0,108,38,21,49,7,18,0,1,0.33740267057963563,1304.4705882352941,0.007737981306194856,0.4859853087434362,1385.1176470588234,0.0326359992707754,10,62,3,1,30
aliosman-aydin,178.0,77.0,77,22,23,32,18,8,0,1,0.3366281626427212,7749.0,5.454025113076385e-05,0.33596689240030075,7974.0,0.00022506163657901713,12,33,2,0,31
allan-nyom,186.0,81.0,147,48,35,64,1,41,1,0,0.36869348556327053,2979.6111111111113,0.00022338266942547843,0.5818569851761266,3147.527777777778,0.0009748482208886922,12,37,3,1,32
almog-cohen,169.0,68.0,116,46,27,43,3,27,0,2,0.34428229973740204,7800.95,0.005144235365348926,0.4552664815511778,8098.233333333334,0.019899383788975437,4,0,2,0,33
alou-diarra,190.0,79.0,420,195,109,116,24,91,5,2,0.34408914682728675,8130.75,0.0030202562718250675,0.45154962893211065,8507.206896551725,0.011535501567218406,4,93,0,1,34
alvaro-gonzalez_3,183.0,76.0,114,30,34,50,3,43,0,2,0.3702311176152107,1757.2666666666667,0.00024118292560930976,0.5943224958431585,1867.3333333333333,0.0010598319907749473,1,70,3,0,35
alvaro-negredo,186.0,87.0,320,161,58,101,150,27,0,5,0.3497022606780433,11456.5,0.0025877064395483144,0.49820847271001345,12003.346153846154,0.007108612717524174,2,75,3,0,35
alvaro-rubio,178.0,80.0,257,80,78,99,4,45,3,0,0.3698935941871718,1785.0,0.00022948964086646386,0.5882973115445439,1897.0,0.00100164730649311,4,69,3,0,35
alvaro-vadillo,180.0,69.0,55,19,12,24,2,9,1,0,0.3638890295096135,3424.451612903226,0.00040680733695683794,0.5716121750681497,3601.8709677419356,0.0019470898173398292,8,64,3,0,35
alvaro_10,182.0,71.0,136,50,27,59,32,9,0,0,0.3553286878736849,50016.92857142857,0.00028131906517725485,0.5311563941615699,51683.017857142855,0.001334331359570014,2,35,3,0,35
alvaro_8,182.0,80.0,29,9,10,10,3,5,0,0,0.37052645061474476,1733.0,0.0002514145497592999,0.5995945321044464,1841.375,0.001110743589521555,2,61,3,0,35
aly-cissokho,181.0,75.0,213,109,51,53,4,28,0,3,0.3533577917144632,29952.0,0.00027103262818358923,0.4990714289969818,30955.645833333332,0.0012479071920486545,6,87,3,1,36
amaya_3,192.0,86.0,126,45,37,44,5,40,4,1,0.3661483378258464,4544.5,0.000239616850675169,0.5763788663843971,4783.041666666667,0.0010739221262274336,1,64,3,0,37
amin-younes,168.0,67.0,101,47,22,32,11,1,0,0,0.34054043809316964,7154.641975308642,0.00015505651559138048,0.384578185107979,7377.913580246914,0.0007254940561333344,10,15,2,0,38
ammar-jemal,186.0,81.0,97,41,25,31,12,19,2,0,0.29275196778901297,2282.470588235294,0.007590866788933152,0.08985086666234485,2357.794117647059,0.02958432380486907,6,3,1,1,39
amorebieta,192.0,85.0,274,98,65,111,5,93,9,4,0.3617288062794211,33627.56470588235,0.000502415467680285,0.559292469392451,34759.68235294118,0.0025660915331799337,1,9,3,0,40
anatoliy-tymoshchuk,181.0,75.0,406,229,83,94,23,62,2,2,0.3612380438604485,5349.6,0.0006836039908180959,0.6369722043512543,5582.5,0.0036426707094713087,4,12,2,0,41
ander-herrera,182.0,73.0,230,101,57,72,21,62,1,4,0.3628495916353286,31734.704225352114,0.00038776704517283527,0.5601217120295742,32688.25352112676,0.0018612528600909326,0,9,3,0,42
anders-lindegaard,193.0,80.0,100,50,20,30,0,1,0,0,0.34396874583603193,17250.422222222223,0.0003200554223116991,0.5629303373674172,18067.51111111111,0.0014792318796698367,5,49,0,0,43
anderson_7,176.0,69.0,220,148,27,45,13,19,0,0,0.35688105881755405,38905.05063291139,0.0006207534761501362,0.5154831817826036,40243.40506329114,0.00351873671648262,3,49,0,1,44
andre-ayew,176.0,72.0,246,107,66,73,56,45,0,1,0.3376231989361814,4966.903225806452,0.0018578923379578127,0.3814294940792051,5200.354838709677,0.008809458505019059,0,58,1,1,45
andre-biyogo-poko,173.0,75.0,50,21,14,15,2,9,1,0,0.31405833766777846,3332.7,0.0037619110965341623,0.25530140831314585,3486.7,0.01838694419324506,12,36,1,1,45
andre-fomitschow,180.0,74.0,136,60,28,48,32,15,1,2,0.33662816264272144,7749.0,5.45402511307639e-05,0.33596689240030053,7974.0,0.0002250616365790172,7,33,2,0,45
andre-hoffmann_2,187.0,79.0,128,51,24,53,11,35,1,1,0.339775943404183,6938.41095890411,0.00013888114833647113,0.38395165803145453,7144.835616438356,0.0006585635060340819,4,47,2,0,45
andre-luiz_3,184.0,76.0,270,89,82,99,21,53,2,3,0.34304708979785464,2583.8214285714284,0.00030972718479833065,0.4117851115672705,2696.2678571428573,0.0013993383474649335,1,4,1,1,45
andre-pierre-gignac,186.0,84.0,303,115,94,94,101,31,0,0,0.3460265281553526,2984.170731707317,0.0005807803100939496,0.44547298875667984,3121.5,0.0027102493955579957,2,58,1,0,45
andre-santos_2,178.0,72.0,139,52,34,53,4,22,1,0,0.3734496370438383,3655.426470588235,0.00040781572240066024,0.6352024804185684,3823.794117647059,0.0018563237966159737,3,23,3,0,45
andre-schuerrle,184.0,74.0,262,137,55,70,85,11,0,1,0.34338774129052296,31239.98076923077,0.00021089455088822782,0.4190362492977041,32269.76923076923,0.000984395999459774,8,11,2,0,45
andre-weis,189.0,86.0,98,31,31,36,0,4,0,1,0.3366281626427213,7749.0,5.4540251130763845e-05,0.3359668924003007,7974.0,0.00022506163657901715,5,89,2,0,45
andre-wisdom,186.0,78.0,63,35,15,13,1,6,0,1,0.33518879191099904,37261.82608695652,0.0010714193330778523,0.42192427107756353,39026.891304347824,0.0056485296989526625,12,45,0,1,45
andreas-beck,180.0,70.0,296,125,72,99,7,57,1,0,0.34438843994578233,7509.556962025316,0.0002717033898302349,0.4321056062951199,7784.0,0.0012234205673359397,9,2,2,0,46
andreas-ivanschitz,184.0,82.0,460,188,122,150,76,62,0,1,0.3545303430161213,3855.96449704142,0.0007569125019090122,0.49274706901450166,4016.147928994083,0.004562430555481325,0,1,2,0,46
andreas-lambertz,172.0,69.0,294,132,74,88,39,62,4,1,0.3366281626427214,7749.0,5.4540251130763885e-05,0.3359668924003006,7974.0,0.0002250616365790172,4,33,2,0,46
andreas-ottl,185.0,77.0,296,153,69,74,19,23,0,1,0.3435098427085542,7965.557894736842,0.0001270188454363328,0.4120191312561891,8242.915789473684,0.0005734600655659551,4,28,2,0,46
andreas-weimann,179.0,72.0,148,50,37,61,32,12,0,0,0.3451070437341088,51526.0,0.0007071473925900499,0.47876130323098287,53425.38356164384,0.0038917398303825596,2,8,0,0,46
andres-guardado,169.0,67.0,377,177,83,117,45,45,1,0,0.35457865351773177,142494.3565891473,0.0006956789820591298,0.5144509075598185,146435.1007751938,0.003626405303853243,7,87,3,0,47
andres-tunez,187.0,83.0,99,43,17,39,3,17,0,0,0.36831823425194443,39617.42307692308,0.000558614086790324,0.5908584447727555,40749.03846153846,0.0028684300256920747,1,20,3,0,47
andrey-arshavin,172.0,69.0,358,188,92,78,85,34,0,2,0.3614669936092162,10355.442857142858,0.000520310500653565,0.6540036030979379,10839.585714285715,0.002674622973608745,2,6,0,0,48
andrija-delibasic,188.0,84.0,238,94,55,89,56,38,4,0,0.36709730354449693,2961.027027027027,0.0009681505509990187,0.5814125203754672,3114.864864864865,0.0028244330317533954,2,62,3,0,49
andriy-voronin,174.0,81.0,462,198,111,153,121,61,2,1,0.35544810203743227,8300.493421052632,0.0005305582264273902,0.5607517128142587,8642.572368421053,0.0029237198785965444,2,33,2,0,50
andros-townsend,183.0,76.0,158,67,33,58,17,15,0,1,0.33426886941531164,33807.619047619046,0.00017242421398866426,0.41408109537616283,35406.15476190476,0.0008297159132104336,7,84,0,0,51
andy-carroll,191.0,76.0,213,86,48,79,58,29,0,2,0.3371480815337062,33595.0,0.00016264326557807773,0.4131694319280408,35182.230769230766,0.0007683633707540215,12,93,0,0,52
andy-johnson_2,170.0,70.0,378,149,101,128,134,30,2,0,0.3376365990627636,33682.8,0.00014884223473088192,0.42648566392734205,35279.77391304348,0.0007093279789889456,2,60,0,0,52
angel,180.0,71.0,389,157,93,139,9,87,5,2,0.3607755985681837,3821.3947368421054,0.0003012319030129136,0.550931536302632,4012.4736842105262,0.001365500361999812,9,64,3,0,53
angel-di-maria,180.0,70.0,391,242,79,70,69,62,3,3,0.3637439056751349,33626.05223880597,0.0008539652696290354,0.593919155231024,34619.60447761194,0.004706537363277696,8,66,3,0,53
ansotegi,192.0,84.0,179,74,45,60,11,27,0,0,0.36787846865596807,1804.9183673469388,0.00025422512215086366,0.5913218953000515,1916.6530612244899,0.0011091594703045134,1,68,3,0,54
anthony-annan,175.0,64.0,176,91,43,42,1,31,0,1,0.3356453321618261,26488.5,0.0027420822624569783,0.4272600595456355,27294.606382978724,0.014219290662312084,4,18,3,1,55
anthony-le-tallec,184.0,73.0,313,84,81,148,46,27,0,3,0.33498911730849906,14568.541176470588,0.00018734863363965718,0.3797788163215009,15255.505882352942,0.0007910502066782972,11,88,1,0,55
anthony-lopes,184.0,81.0,54,27,12,15,0,3,0,0,0.3365324247380284,4773.060606060606,0.0004984089400640328,0.4322657535164152,4998.818181818182,0.0023339479481452744,5,57,1,0,55
anthony-mounier,174.0,65.0,186,61,60,65,20,19,0,0,0.338932968968028,47351.8,0.0002683898249596361,0.3896344299354016,48711.311111111114,0.0012021603527250964,7,51,1,0,55
anthony-reveillere,180.0,77.0,563,285,138,140,9,91,1,1,0.3513126137650129,19594.971014492752,0.0002844437202269919,0.4694109448696766,20236.101449275364,0.0012760621237850416,9,57,1,0,55
antoine-griezmann,176.0,68.0,219,94,53,72,58,29,0,0,0.36488403544714887,3116.967741935484,0.0005911710825534868,0.5973589505299818,3276.7258064516127,0.003074709658487707,8,68,3,0,56
antolin-alcaraz,184.0,78.0,216,87,60,69,14,43,3,3,0.3640984370416024,34646.54022988506,0.0007645709807487584,0.5950408836829689,35810.0459770115,0.004565155267876824,1,94,0,0,57
anton-ferdinand,178.0,78.0,317,120,68,129,5,31,0,0,0.33244836590443466,37105.3698630137,9.746577000347881e-05,0.345227284123008,38866.79452054795,0.0004362458775502349,1,60,0,0,58
anton-putsila,180.0,74.0,139,39,36,64,11,24,0,0,0.3640539114766824,4570.152173913043,0.000758897446555188,0.664581140537205,4753.141304347826,0.004276492179893947,3,72,2,0,58
antonio-lopez_2,176.0,74.0,344,138,92,114,16,61,2,3,0.3637591769657003,3979.6235294117646,0.0002796168356702296,0.5555793731535293,4172.576470588236,0.0013223527575012338,6,61,3,0,59
antonio-ruediger,190.0,85.0,113,40,26,47,8,24,1,3,0.34331863248174327,7243.405797101449,0.00025266458432567557,0.41602521986275554,7484.420289855072,0.0012248512645835058,1,89,2,1,59
antonio-rukavina,177.0,74.0,249,95,70,84,3,37,1,0,0.35232779204890236,5182.114583333333,0.000656030344025583,0.4583904054906766,5361.104166666667,0.003912168309133419,9,69,3,0,59
antonio-valencia_2,175.0,70.0,344,171,68,105,36,48,3,3,0.34954188337411485,77854.28421052631,0.0007758292246981408,0.5110703990068527,80269.82105263158,0.004234698647483699,11,49,0,1,59
apono,173.0,72.0,172,65,43,64,31,45,0,1,0.3698935941871718,1785.0,0.00022948964086646402,0.5882973115445439,1897.0,0.00100164730649311,4,70,3,0,60
aranda,184.0,82.0,199,73,40,86,35,37,1,1,0.36657905985867273,2557.813559322034,0.0002811842337259038,0.5790151013444116,2704.9661016949153,0.0012502021658548812,2,70,3,0,61
aranzubia,184.0,80.0,370,143,90,137,1,36,1,4,0.3633600573425086,3048.1481481481483,0.0006204488943703842,0.560017364954058,3209.962962962963,0.0027295757180178216,5,23,3,0,62
arbeloa,184.0,79.0,364,244,71,49,6,85,5,0,0.35127984808085566,26069.186440677968,0.0008832119722812826,0.5127255697936278,26959.186440677968,0.00482473606978862,9,66,3,0,63
arda-turan,177.0,76.0,385,209,84,92,71,75,1,3,0.3593023061668412,33909.98529411765,0.0005609796846248128,0.4827894735289324,34920.919117647056,0.002582829445264454,8,10,3,0,64
aristide-bance,190.0,96.0,239,87,68,84,72,22,1,2,0.33478357552327836,4356.365384615385,0.0021182628951908755,0.30732494854077697,4497.634615384615,0.011164614226421732,2,28,2,1,65
arizmendi,189.0,76.0,270,100,72,98,36,35,2,0,0.3655407658558461,1917.1566265060242,0.0002930879263449885,0.5670171218163454,2018.4096385542168,0.001308460620571424,2,61,3,0,66
arjen-robben,180.0,80.0,521,347,80,94,170,50,2,2,0.35363721048672636,8675.086092715232,0.00039703698433541426,0.4988960191366737,9051.622516556292,0.0021420551431728815,11,12,2,0,67
armand-traore,185.0,82.0,148,48,40,60,3,10,1,0,0.3376052782193162,30702.950819672133,0.0007650287548322399,0.40139215272363876,32162.016393442624,0.0030694984799347217,6,60,0,1,68
arnold-mvuemba,172.0,67.0,219,78,60,81,15,10,0,0,0.33857171212413334,13854.323943661971,0.00025287105989722807,0.394586434435167,14507.43661971831,0.0010851007075056295,4,57,1,1,69
arouna-kone,181.0,81.0,328,160,61,107,95,12,0,0,0.3525370688359338,9381.354838709678,0.0012444498934097807,0.46936530582902114,9799.604838709678,0.006612810676276984,2,94,0,1,70
arribas_2,185.0,77.0,148,52,30,66,5,48,4,2,0.3698935941871719,1785.0,0.0002294896408664641,0.5882973115445439,1897.0,0.00100164730649311,1,18,3,0,71
arrizabalaga,186.0,81.0,31,18,7,6,0,2,0,0,0.36675773441477727,3530.0714285714284,0.0003211523061513103,0.5699344193756392,3715.25,0.0014032457256614817,5,9,3,0,72
arthur-boka,166.0,67.0,390,147,95,148,12,66,2,2,0.34290848501133064,5148.852348993289,0.0021168208810490616,0.4033171789509719,5356.6912751677855,0.011969967371245076,6,89,2,1,73
artjoms-rudnevs,183.0,81.0,157,62,30,65,59,17,1,0,0.3514800964709468,5124.2307692307695,0.0007684204087248724,0.5538966046989839,5320.358974358975,0.0040405636271813,11,38,2,0,74
artur-boruc,193.0,88.0,364,190,84,90,0,24,0,0,0.3569213562952078,46639.954198473286,0.0003899509600698813,0.510583213734695,48235.57251908397,0.0021660854130184882,5,76,0,0,75
artur-sobiech,185.0,81.0,171,70,35,66,45,26,1,1,0.3514986322358712,4722.890243902439,0.0009580375862204654,0.5413069082794565,4902.878048780488,0.004940398153181815,2,39,2,0,75
asenjo_2,189.0,85.0,148,62,31,55,0,5,1,0,0.3605641313855465,4882.285714285715,0.0003881630247327083,0.5348181296380454,5117.523809523809,0.00185423690999313,5,10,3,0,76
ashley-young,180.0,65.0,419,193,114,112,77,57,1,2,0.33813027430099124,28242.455445544554,0.00027096999365958525,0.40403303869637336,29571.366336633662,0.001230726594871287,7,49,0,1,77
asmir-begovic,198.0,83.0,192,68,52,72,1,11,0,1,0.3436290696460109,58461.71186440678,0.0002474221965542628,0.4329174195350433,60538.186440677964,0.001270235308985435,5,81,0,0,78
assani-lukimya,190.0,89.0,241,94,60,87,13,21,3,1,0.33662816264272133,7749.0,5.4540251130763946e-05,0.33596689240030053,7974.0,0.0002250616365790172,1,91,2,1,79
atsuto-uchida,176.0,62.0,258,135,56,67,6,35,0,1,0.3449280035200018,5468.081081081081,0.0015038458223159733,0.4160786061162436,5694.738738738739,0.006804994527409817,9,31,2,0,80
aurelien-chedjou,184.0,75.0,236,115,68,53,20,34,1,1,0.3357278951585462,26108.217391304348,0.0016645506551351606,0.372536939735206,26905.08695652174,0.0069957211689654995,1,44,1,1,81
